combined_text,sentiment,overall,verified,vote,style_Size,style_Color,textLen,wordCount,is_outlier,clean_vader,clean_swn,vader_score,vader_pred,swn_score,swn_prediction
Four Stars Nice looking and fit nice,Positive,4.0,True,,12 D(M) US,Cool Grey/Team Orange/White/Platinum,36,7,False,Four Stars Nice looking and fit nice,"['four', 'star', 'nice', 'looking', 'fit', 'nice']",0.7964,Positive,2.25,Positive
"Wide Feet so Somewhat Tight I've had these shoes for about a week now and have so far enjoyed using them. Considering the fact that I have wide feet, the shoes are slightly tight. However, it doesn't feel uncomfortable nor does it bothers me as I use them throughout my workouts. I know some people personally like when the shoes are a bit tighter or a bit looser so it's all in personal preference.",Positive,5.0,True,3.0,10 B(M) US,Black/White/Anthracite/Stealth,399,74,False,"Wide Feet so Somewhat Tight I've had these shoes for about a week now and have so far enjoyed using them. Considering the fact that I have wide feet, the shoes are slightly tight. However, it doesn't feel uncomfortable nor does it bothers me as I use them throughout my workouts. I know some people personally like when the shoes are a bit tighter or a bit looser so it's all in personal preference.","['wide', 'foot', 'somewhat', 'tight', 'ive', 'shoe', 'week', 'far', 'enjoyed', 'using', 'considering', 'fact', 'wide', 'foot', 'shoe', 'slightly', 'tight', 'however', 'doesnt', 'feel', 'uncomfortable', 'bother', 'use', 'throughout', 'workout', 'know', 'people', 'personally', 'like', 'shoe', 'bit', 'tighter', 'bit', 'looser', 'personal', 'preference']",0.834,Positive,-0.5,Negative
Great shoes Got them for my girlfriend. She loves them. Says it's like wearing slippers because they are incredibly light.,Positive,5.0,True,,9 B(M) US,Racer Blue/Obsidian/Blue Tint,122,20,False,Great shoes Got them for my girlfriend. She loves them. Says it's like wearing slippers because they are incredibly light.,"['great', 'shoe', 'got', 'girlfriend', 'love', 'say', 'like', 'wearing', 'slipper', 'incredibly', 'light']",0.8834,Positive,-0.375,Negative
"Great training shoes Lightweight, comfortable, supportive. Very happy I bought these shoes for working out.",Positive,4.0,True,,6.5 B(M) US,White/Hyper Pink/Pure Platinum/Wolf Grey,107,15,False,"Great training shoes Lightweight, comfortable, supportive. Very happy I bought these shoes for working out.","['great', 'training', 'shoe', 'lightweight', 'comfortable', 'supportive', 'happy', 'bought', 'shoe', 'working']",0.9273,Positive,0.375,Positive
Love them! Very comfortable and great for weight training Love them!  Very comfortable and great for weight training!,Positive,5.0,True,,9 B(M) US,Wolf Grey/Black-pink Blast/White,117,18,False,Love them! Very comfortable and great for weight training Love them! Very comfortable and great for weight training!,"['love', 'comfortable', 'great', 'weight', 'training', 'love', 'comfortable', 'great', 'weight', 'training']",0.9802,Positive,-0.75,Negative
"and they were great! Super comfortable Purchased to wear for weightlifting and Zumba. Zumba trial was last night, and they were great! Super comfortable, good ventilation! Not too much padding, very minimalist, which is just what I wanted",Positive,4.0,True,,7 D - Wide,Cool Grey / Volt - Wolf Grey - Pure Platinum,238,38,False,"and they were great! Super comfortable Purchased to wear for weightlifting and Zumba. Zumba trial was last night, and they were great! Super comfortable, good ventilation! Not too much padding, very minimalist, which is just what I wanted","['great', 'super', 'comfortable', 'purchased', 'wear', 'weightlifting', 'zumba', 'zumba', 'trial', 'last', 'night', 'great', 'super', 'comfortable', 'good', 'ventilation', 'much', 'padding', 'minimalist', 'wanted']",0.9806,Positive,1.25,Positive
"Good shoes I ordered a 1/2 size smaller than my usual size, and they are perfect. These shoes are hard to find. Great customer service as well.",Positive,5.0,True,,6.5 B(M) US,Cool Grey/Pure Platinum/White/Volt,143,27,False,"Good shoes I ordered a 1/2 size smaller than my usual size, and they are perfect. These shoes are hard to find. Great customer service as well.","['good', 'shoe', 'ordered', '12', 'size', 'smaller', 'usual', 'size', 'perfect', 'shoe', 'hard', 'find', 'great', 'customer', 'service', 'well']",0.9081,Positive,1.0,Positive
Five Stars BEST sneakers I've ever purchased!!!!,Positive,5.0,True,,8 B(M) US,Black/White/Anthracite/Stealth,48,7,False,Five Stars BEST sneakers I've ever purchased!!!!,"['five', 'star', 'best', 'sneaker', 'ive', 'ever', 'purchased']",0.7964,Positive,0.5,Positive
These were recommended by my Podiatrist Relieved my Plantar Fascitis for 3 Days. Then the unbearable pain returned in full force. These were recommended by my Podiatrist.,Negative,2.0,True,,,,170,27,False,These were recommended by my Podiatrist Relieved my Plantar Fascitis for 3 Days. Then the unbearable pain returned in full force. These were recommended by my Podiatrist.,"['recommended', 'podiatrist', 'relieved', 'plantar', 'fascitis', '3', 'day', 'unbearable', 'pain', 'returned', 'full', 'force', 'recommended', 'podiatrist']",0.2263,Positive,-1.125,Negative
Very satisfied with the seller - delivered on time This is a very attractive shoe. It is true to size and fits as expected. Very satisfied with the seller - delivered on time.,Positive,5.0,True,,8.5 B(M) US,Black/Green Glow-blue Glow-white,175,33,False,Very satisfied with the seller - delivered on time This is a very attractive shoe. It is true to size and fits as expected. Very satisfied with the seller - delivered on time.,"['satisfied', 'seller', 'delivered', 'time', 'attractive', 'shoe', 'true', 'size', 'fit', 'expected', 'satisfied', 'seller', 'delivered', 'time']",0.9038,Positive,1.0,Positive
Best shoes ever!!! These are the most comfortable shoes I've used for working out. Extremely light weight and flexible. Loved them so much I purchased two more pair in different colors.,Positive,5.0,False,,9 B(M) US,Black/Wolf Grey/White/Pink,185,31,False,Best shoes ever!!! These are the most comfortable shoes I've used for working out. Extremely light weight and flexible. Loved them so much I purchased two more pair in different colors.,"['best', 'shoe', 'ever', 'comfortable', 'shoe', 'ive', 'used', 'working', 'extremely', 'light', 'weight', 'flexible', 'loved', 'much', 'purchased', 'two', 'pair', 'different', 'color']",0.9379,Positive,2.0,Positive
Five Stars Extremely comfortable sneaker!,Positive,5.0,True,,9 B(M) US,Black/White/Anthracite/Stealth,41,5,False,Five Stars Extremely comfortable sneaker!,"['five', 'star', 'extremely', 'comfortable', 'sneaker']",0.5974,Positive,-0.125,Negative
"Not in perfect condition On the left shoe, there were two stained yellow spots.",Neutral,3.0,True,,9.5 B(M) US,Blue Tint/Green Glow/Hasta/White,79,14,False,"Not in perfect condition On the left shoe, there were two stained yellow spots.","['perfect', 'condition', 'left', 'shoe', 'two', 'stained', 'yellow', 'spot']",-0.4585,Negative,0.5,Positive
Five Stars Very comfortable.,Positive,5.0,True,,7.5 B(M) US,Cool Grey/Rage Green/Hyper Turquoise,28,4,False,Five Stars Very comfortable.,"['five', 'star', 'comfortable']",0.5563,Positive,0.0,Neutral
Four Stars They run big. Order a full size smaller.,Positive,4.0,True,,8 B(M) US,Grey,51,10,False,Four Stars They run big. Order a full size smaller.,"['four', 'star', 'run', 'big', 'order', 'full', 'size', 'smaller']",0.0,Neutral,-0.25,Negative
"Five Stars Perfect fit, very comfortable, and a great color. They also fit as expected.",Positive,5.0,True,,7.5 B(M) US,Bright Mango/Crimson/White/Blue,87,15,False,"Five Stars Perfect fit, very comfortable, and a great color. They also fit as expected.","['five', 'star', 'perfect', 'fit', 'comfortable', 'great', 'color', 'also', 'fit', 'expected']",0.9468,Positive,-1.25,Negative
Wide sneaker for wide feet Arrived in time. Fit as exoected. They take some breaking in but I wore them 2 days in a row for more than five hours per day.,Positive,5.0,True,,9.5 D Wide,Cool Grey / Volt - Wolf Grey - Pure Platinum,153,32,False,Wide sneaker for wide feet Arrived in time. Fit as exoected. They take some breaking in but I wore them 2 days in a row for more than five hours per day.,"['wide', 'sneaker', 'wide', 'foot', 'arrived', 'time', 'fit', 'exoected', 'take', 'breaking', 'wore', '2', 'day', 'row', 'five', 'hour', 'per', 'day']",0.1901,Positive,-0.5,Negative
Love them! So light feeling Put them on and walked 3 hours with no problem! Love them! So light feeling,Positive,5.0,True,,7.5 B(M) US,Bright Mango/Crimson/White/Blue,103,20,False,Love them! So light feeling Put them on and walked 3 hours with no problem! Love them! So light feeling,"['love', 'light', 'feeling', 'put', 'walked', '3', 'hour', 'problem', 'love', 'light', 'feeling']",0.7596,Positive,0.375,Positive
"Get a half-size or more larger than usual. I bought a pair of these in my size, but they are too small. I can get my feet in them but not comfortably. It's too bad because I can tell the soles are comfortable. Of course, now I've work them to work so I can't return them.",Neutral,3.0,True,,10 B(M) US,Cool Grey/Pure Platinum/White/Volt,271,56,False,"Get a half-size or more larger than usual. I bought a pair of these in my size, but they are too small. I can get my feet in them but not comfortably. It's too bad because I can tell the soles are comfortable. Of course, now I've work them to work so I can't return them.","['get', 'halfsize', 'larger', 'usual', 'bought', 'pair', 'size', 'small', 'get', 'foot', 'comfortably', 'bad', 'tell', 'sol', 'comfortable', 'course', 'ive', 'work', 'work', 'cant', 'return']",-0.5103,Negative,-1.5,Negative
Great shoes. Fit perfectly Great shoes. Fit perfectly. Comfortable right from the start. Light weight and perfect for a 12 hour work shift. Good price also.,Positive,5.0,True,,9.5 B(M) US,Black/White/Anthracite/Stealth,156,26,False,Great shoes. Fit perfectly Great shoes. Fit perfectly. Comfortable right from the start. Light weight and perfect for a 12 hour work shift. Good price also.,"['great', 'shoe', 'fit', 'perfectly', 'great', 'shoe', 'fit', 'perfectly', 'comfortable', 'right', 'start', 'light', 'weight', 'perfect', '12', 'hour', 'work', 'shift', 'good', 'price', 'also']",0.9855,Positive,0.5,Positive
Great fit! These are so cute and comfortable and very light. I just received them today and the fit is perfect. I normally wear an 8 1/2 and they are true to size!,Positive,5.0,True,,8.5 B(M) US,Blue Tint/Green Glow/Hasta/White,163,33,False,Great fit! These are so cute and comfortable and very light. I just received them today and the fit is perfect. I normally wear an 8 1/2 and they are true to size!,"['great', 'fit', 'cute', 'comfortable', 'light', 'received', 'today', 'fit', 'perfect', 'normally', 'wear', '8', '12', 'true', 'size']",0.9739,Positive,0.25,Positive
Really Comfortable Shoes These shoes are great.  This is the second pair that I have purchased and I love them.,Positive,5.0,False,,7 B(M) US,Racer Blue/Obsidian/Blue Tint,111,20,False,Really Comfortable Shoes These shoes are great. This is the second pair that I have purchased and I love them.,"['really', 'comfortable', 'shoe', 'shoe', 'great', 'second', 'pair', 'purchased', 'love']",0.9168,Positive,0.625,Positive
Five Stars These were exactly what I expected.,Positive,5.0,True,,8 B(M) US,Black/Green Glow-blue Glow-white,46,8,False,Five Stars These were exactly what I expected.,"['five', 'star', 'exactly', 'expected']",0.0,Neutral,0.125,Positive
Five Stars very nice...quick shipment...,Positive,5.0,True,,6,6mm,40,5,False,Five Stars very nice...quick shipment...,"['five', 'star', 'nicequick', 'shipment']",0.0,Neutral,0.0,Neutral
"You will love the colors, the softness and value SO CUTE!!  Very good value. Cute style, pretty colors and soft material.",Positive,5.0,True,,,E05-8pack,121,21,False,"You will love the colors, the softness and value SO CUTE!! Very good value. Cute style, pretty colors and soft material.","['love', 'color', 'softness', 'value', 'cute', 'good', 'value', 'cute', 'style', 'pretty', 'color', 'soft', 'material']",0.9801,Positive,0.75,Positive
Excellent Product Excellent value.  Comfortable.,Positive,5.0,True,,X-Large,Light Steel,48,5,False,Excellent Product Excellent value. Comfortable.,"['excellent', 'product', 'excellent', 'value', 'comfortable']",0.9201,Positive,1.25,Positive
One Star Constantly rolls down,Negative,1.0,True,,One Size,White/Black,30,5,False,One Star Constantly rolls down,"['one', 'star', 'constantly', 'roll']",0.0,Neutral,-0.125,Negative
"Fits snug Very nice shoe, just a bit to snug/small for my foot. The Flex wire really makes it the shoe fit tight to your foot. I need more ""wiggle"" room in my footwear, otherwise I would have kept them.",Neutral,3.0,True,,9 B(M) US,Black/White/Anthracite/Stealth,202,40,False,"Fits snug Very nice shoe, just a bit to snug/small for my foot. The Flex wire really makes it the shoe fit tight to your foot. I need more ""wiggle"" room in my footwear, otherwise I would have kept them.","['fit', 'snug', 'nice', 'shoe', 'bit', 'snugsmall', 'foot', 'flex', 'wire', 'really', 'make', 'shoe', 'fit', 'tight', 'foot', 'need', 'wiggle', 'room', 'footwear', 'otherwise', 'would', 'kept']",0.6801,Positive,2.75,Positive
